05/30/2014,Hudson,Late - 6 mins
05/30/2014,New Haven,Late - 11 mins
05/30/2014,New Haven,Late - 9 mins
05/30/2014,Hudson,Late - 6 mins
05/30/2014,New Haven,Late - 6 mins
05/30/2014,New Haven,Late - 8 mins
05/30/2014,Harlem,Late - 8 mins
05/30/2014,New Haven,Late - 6 mins
05/30/2014,Harlem,Late - 7 mins
05/30/2014,Hudson,Late - 8 mins
05/30/2014,New Haven,Late - 6 mins
05/30/2014,Hudson,Late - 6 mins
05/30/2014,New Canaan,Late - 7 mins
05/30/2014,Harlem,Late - 6 mins
05/30/2014,New Haven,Late - 6 mins
05/30/2014,Hudson,Late - 6 mins
05/30/2014,Hudson,Late - 8 mins
05/30/2014,New Haven,Late - 7 mins
05/30/2014,Hudson,Late - 10 mins
05/30/2014,Hudson,Late - 11 mins
05/30/2014,New Canaan,Late - 7 mins
05/30/2014,Hudson,Late - 9 mins
05/30/2014,Hudson,Late - 6 mins
05/30/2014,Hudson,Late - 6 mins
05/30/2014,New Haven,Late - 9 mins
05/30/2014,Hudson,Late - 7 mins
05/30/2014,New Haven,Late - 6 mins
05/30/2014,New Canaan,Late - 7 mins
05/30/2014,Hudson,Late - 6 mins
05/30/2014,New Haven,Late - 6 mins
05/30/2014,New Haven,Late - 7 mins
05/30/2014,New Haven,Late - 6 mins
05/30/2014,Hudson,Late - 8 mins
05/30/2014,New Canaan,Late - 9 mins
05/30/2014,Hudson,Late - 8 mins
05/30/2014,Hudson,Late - 23 mins
05/30/2014,New Haven,Late - 8 mins
05/30/2014,New Haven,Late - 8 mins
05/30/2014,Hudson,Late - 10 mins
06/04/2014,New Haven,Late - 6 mins
06/04/2014,New Haven,Late - 8 mins
06/04/2014,New Haven,Late - 7 mins
06/04/2014,New Haven,Late - 7 mins
06/04/2014,New Haven,Late - 8 mins
06/04/2014,New Haven,Late - 7 mins
06/04/2014,Harlem,Late - 6 mins
06/04/2014,New Haven,Late - 8 mins
06/04/2014,New Haven,Late - 10 mins
06/04/2014,Hudson,Canceled
06/04/2014,New Haven,Late - 6 mins
06/04/2014,New Haven,Late - 8 mins
06/04/2014,Hudson,Late - 6 mins
06/04/2014,Harlem,Late - 6 mins
06/04/2014,New Haven,Late - 6 mins
06/04/2014,Waterbury,Late - 10 mins
06/04/2014,New Haven,Late - 10 mins
06/04/2014,New Haven,Late - 7 mins
06/04/2014,New Haven,Late - 7 mins
06/04/2014,Hudson,Late - 6 mins
06/04/2014,Hudson,Late - 6 mins
06/04/2014,New Haven,Late - 8 mins
06/04/2014,Hudson,Late - 7 mins
06/04/2014,Hudson,Late - 9 mins
